Soru_ID,Baslik,Aciklama_No,Ornek_No,Ornek_Tipi,Senaryo,Soru,Kategori,Sik_Sayisi,A,B,C,D,Dogru_Sik,Dogru_Cevap,Dogru_Cevap_Gerekce,Kaynak_Yorum
228,Madde 31 Sayıya yönelen top ve müdahale,31-13,31-14,Örnek,"Madde 31 Sayıya yönelen top ve müdahale | 31-13
Açıklama: Eğer bir oyuncu, sayı amacıyla yapılan bir şut girişimi sırasında sepete doğru giden topa temas ederse tüm sayıya yönelen top ve müdahale kısıtlamaları uygulanacaktır.
Örnek 31-14: A1 2 sayılık atış girişiminde bulunur. Yükselmekte olan topa A2 ya da B2 tarafından temas edilir. Top sepete doğru inerken, (a) A3 topa temas eder. (b) B3 topa temas eder.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,possession,3,Top B takımına verilir (oyuna sokma),Top B takımında (B oyuna sokar),Top A takımında (A oyuna sokar),,A,Top B takımına verilir (oyuna sokma),,A2 ve B2’nin yükselmekte olan topa teması kurallara uygundur. Sadece A3 ya da B3’ün inmekte olan topa teması sayıya yönelen topa yapılan bir ihlaldir. (a) B takımına serbest atış çizgisinin uzantısından topu oyuna sokma hakkı verilecektir. (b) A1’e 2 sayı verilecektir.
229,Madde 31 Sayıya yönelen top ve müdahale,31-13,31-15,Örnek,"Madde 31 Sayıya yönelen top ve müdahale | 31-13
Açıklama: Eğer bir oyuncu, sayı amacıyla yapılan bir şut girişimi sırasında sepete doğru giden topa temas ederse tüm sayıya yönelen top ve müdahale kısıtlamaları uygulanacaktır.
Örnek 31-15: A1 sayı amacıyla bir şut girişiminde bulunur. Top en yüksek seviyesine ulaştığında çember seviyesinin üzerindeyken A2 veya B2 tarafından temas edilir.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,A2 veya B2’nin topa teması kurallara uygundur. Topa ancak en yüksek seviyesine ulaştıktan ve aşağı doğru inmeye başladıktan sonra dokunulursa kural dışı bir te…,A2 veya B2’nin topa teması kurallara uygun değildir. Topa ancak en yüksek seviyesine ulaştıktan ve aşağı doğru inmeye başladıktan sonra dokunulursa kural dışı bir te…,,,A,A2 veya B2’nin topa teması kurallara uygundur. Topa ancak en yüksek seviyesine ulaştıktan ve aşağı doğru inmeye başladıktan sonra dokunulursa kural dışı bir te…,,A2 veya B2’nin topa teması kurallara uygundur. Topa ancak en yüksek seviyesine ulaştıktan ve aşağı doğru inmeye başladıktan sonra dokunulursa kural dışı bir temas olarak kabul edilir.
230,Madde 31 Sayıya yönelen top ve müdahale,31-16,31-17,Örnek,"Madde 31 Sayıya yönelen top ve müdahale | 31-16
Açıklama: Bir hakemin değerlendirmesine göre bir oyuncunun topun sepete girmesini engelleyecek ya da sepete girmesine neden olacak şekilde arkalığın ya da çemberin sallanmasına sebep olması bir müdahale ihlalidir.
Örnek 31-17: A1 oyunun sonuna doğru 3 sayılık bir atış girişiminde bulunur. Top havadayken oyun saati oyunun sonu için sesli işaret verir. Sesli işaretten sonra hakemin değerlendirmesine göre , (a) B1 arkalığın ya da çemberin sallanmasına sebep olarak topun sepete girmesi engeller. (b) A2 arkalığın veya çemberin sallanmasına ve dolayısıyla topun sepete girmesine neden olur.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,Top ilgili takıma verilir (oyuna sokma),Yukarıdakilerin hiçbiri,,,A,Top ilgili takıma verilir (oyuna sokma),,"Oyunun sonu için oyun saati sesli işaret verdikten sonra bile top canlı kalır. Bu bir müdahale ihlalidir ve, (a) B1’in ihlali sonucunda A1’e 3 sayı verilecektir. (b) A2’nin ihlali sonucunda sayı geçerli sayılmayacaktır."
231,Madde 31 Sayıya yönelen top ve müdahale,31-18,Diyagram 3,Diyagram,"Madde 31 Sayıya yönelen top ve müdahale | 31-18
Açıklama: Sayı amacıyla yapılan bir atış sırasında top çemberle temas halindeyken ve hala sepete girme olasılığı varken bir savunma ya da hücum oyuncusunun sepete (çember ya da fileye) veya arkalığa temas etmesi bir müdahale ihlalidir.
Diyagram Diyagram 3: Çemberle temas halindeki top",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,Açıklama: Sayı amacıyla yapılan bir atış sırasında top çemberle temas halindeyken ve hala sepete girme olasılığı varken bir savunma ya da hücum oyuncusunun sep…,Yukarıdakilerin hiçbiri,,,A,Açıklama: Sayı amacıyla yapılan bir atış sırasında top çemberle temas halindeyken ve hala sepete girme olasılığı varken bir savunma ya da hücum oyuncusunun sep…,,
232,Madde 31 Sayıya yönelen top ve müdahale,31-18,31-19,Örnek,"Madde 31 Sayıya yönelen top ve müdahale | 31-18
Açıklama: Sayı amacıyla yapılan bir atış sırasında top çemberle temas halindeyken ve hala sepete girme olasılığı varken bir savunma ya da hücum oyuncusunun sepete (çember ya da fileye) veya arkalığa temas etmesi bir müdahale ihlalidir.
Örnek 31-19: A1’in sayı amacıyla attığı şut sonrasında top çembere çarpıp yükselir ve tekrar çembere doğru iner. Top çemberdeyken B1 sepete ya da arkalığa temas eder.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,Bu B1 tarafından yapılan bir müdahale ihlalidir. Topun sepete girme olasılığı olduğu sürece müdahale kısıtlamaları geçerlidir.,Bu B1 tarafından yapılan bir müdahale ihlalidir. Topun sepete girme olasılığı olduğu sürece müdahale kısıtlamaları geçerli değildir.,,,A,Bu B1 tarafından yapılan bir müdahale ihlalidir. Topun sepete girme olasılığı olduğu sürece müdahale kısıtlamaları geçerlidir.,,Bu B1 tarafından yapılan bir müdahale ihlalidir. Topun sepete girme olasılığı olduğu sürece müdahale kısıtlamaları geçerlidir.
233,Madde 31 Sayıya yönelen top ve müdahale,31-18,31-20,Örnek,"Madde 31 Sayıya yönelen top ve müdahale | 31-18
Açıklama: Sayı amacıyla yapılan bir atış sırasında top çemberle temas halindeyken ve hala sepete girme olasılığı varken bir savunma ya da hücum oyuncusunun sepete (çember ya da fileye) veya arkalığa temas etmesi bir müdahale ihlalidir.
Örnek 31-20: A1’in sayı amacıyla attığı şut tamamen çember seviyesinin üzerinde ve inmekteyken topa aynı anda A2 ve B2 tarafından temas edilir. Sonra top: (a) Sepete girer. (b) Sepete girmez.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,Bu A2 ve B2 tarafından sayıya yönelen topa yapılan bir ihlaldir. Her iki durumda da sayı verilmeyecektir. Bu bir hava atışı durumudur.,Bu A2 ve B2 tarafından sayıya yönelen topa yapılan bir ihlaldir. Her iki durumda da sayı verilecektir. Bu bir hava atışı durumudur.,,,A,Bu A2 ve B2 tarafından sayıya yönelen topa yapılan bir ihlaldir. Her iki durumda da sayı verilmeyecektir. Bu bir hava atışı durumudur.,,Bu A2 ve B2 tarafından sayıya yönelen topa yapılan bir ihlaldir. Her iki durumda da sayı verilmeyecektir. Bu bir hava atışı durumudur.
234,Madde 31 Sayıya yönelen top ve müdahale,31-21,31-22,Örnek,"Madde 31 Sayıya yönelen top ve müdahale | 31-21
Açıklama: Bir oyuncun topla oynamak için sepeti (çember ya da fileyi) tutması bir müdahale ihlalidir.
Örnek 31-22: A1 sayı amacıyla bir şut girişiminde bulunur. Top çemberden seker ve yükselir, sonrasında, (a) A2 çemberi tutar ve topu sepetin içine doğru tipler. (b) A2 topun hala sepete girme olasılığı varken çemberi tutar. Top sepete girer. (c) B2 çemberi tutar ve topu sepetin dışına tipler. (d) B2 topun hala sepete girme olasılığı varken çemberi tutar. Top sepete girmez.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,possession,3,Top B takımına verilir (oyuna sokma),Top B takımında (B oyuna sokar),Top A takımında (A oyuna sokar),,A,Top B takımına verilir (oyuna sokma),,Her durumda da bu A2 ve B2 tarafından yapılan bir müdahale ihlalidir. (a) ve (b) Sayı verilmeyecektir. Oyun B takımının serbest atış çizgisi uzantısından topu oyuna sokmasıyla devam edecektir. (c) ve (d) A1’e 2 ya da 3 sayı verilecektir. Oyun B takımı tarafından herhangi bir başarılı atış sonrasında olduğu gibi dip çizgisinden topu oyuna sokmasıyla devam edecektir.
235,Madde 31 Sayıya yönelen top ve müdahale,31-23,Diyagram 4,Diyagram,"Madde 31 Sayıya yönelen top ve müdahale | 31-23
Açıklama: Top sepetin içerisindeyken bir savunma oyuncusu topa temas ederse bu bir müdahale ihlalidir.
Diyagram Diyagram 4: Sepetin içindeki top",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,Açıklama: Top sepetin içerisindeyken bir savunma oyuncusu topa temas ederse bu bir müdahale ihlalidir. Sepetin içindeki top,Yukarıdakilerin hiçbiri,,,A,Açıklama: Top sepetin içerisindeyken bir savunma oyuncusu topa temas ederse bu bir müdahale ihlalidir. Sepetin içindeki top,,
236,Madde 31 Sayıya yönelen top ve müdahale,31-23,31-24,Örnek,"Madde 31 Sayıya yönelen top ve müdahale | 31-23
Açıklama: Top sepetin içerisindeyken bir savunma oyuncusu topa temas ederse bu bir müdahale ihlalidir.
Örnek 31-24: A1 sayı amacıyla 2 sayılık atış bölgesinden bir şut girişiminde bulunur. Topun çok az bir parçası sepetin içinde ve çemberin etrafında dönmekteyken, (a) B1 tarafından topa temas edilir. (b) A2 tarafından topa temas edilir.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,Top ilgili takıma verilir (oyuna sokma),Yukarıdakilerin hiçbiri,,,A,Top ilgili takıma verilir (oyuna sokma),,Topun çok küçük bir parçası bile çember seviyesinin altında ve içindeyken top sepetin içindedir. (a) Bu B1 tarafından yapılan bir müdahale ihlalidir. A1'e 2 sayı verilecektir. (b) Bu A2'nin kurallara uygun bir müdahalesidir. Ancak hücum oyuncusu topa dokunabilir.
237,Madde 31 Sayıya yönelen top ve müdahale,31-23,31-25,Örnek,"Madde 31 Sayıya yönelen top ve müdahale | 31-23
Açıklama: Top sepetin içerisindeyken bir savunma oyuncusu topa temas ederse bu bir müdahale ihlalidir.
Örnek 31-25: A1 sayı amacıyla 2 sayılık atış bölgesinden bir şut girişiminde bulunur. Topun çok az bir parçası sepetin içinde ve çemberin etrafında dönmekteyken oyun saati çeyreğin sonu için sesli işaretini verir. Oyun saatinin sesli işaretinden sonra; (a) A2 (b) B2 topa dokunur.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,Top ilgili takıma verilir (oyuna sokma),Yukarıdakilerin hiçbiri,,,A,Top ilgili takıma verilir (oyuna sokma),,Bu durum bir topa müdahale ihlalidir. (a) A2. Atış başarılı olsa bile sayılmayacaktır. (b) B2. A1’e 2 sayı verilecektir. Çeyreğin sonu için oyun saati sesli işaret verdikten sonra topa her iki takımdan bir oyuncu tarafından dokunulduğunda top hemen ölür.
238,Madde 33 Temas: Genel prensipler,33-1,33-2,Örnek,"Madde 33 Temas: Genel prensipler | 33-1
Açıklama: Silindir prensibi savunma veya hücum oyuncusu olup olmadıklarına bakılmaksızın tüm oyuncular için geçerlidir.
Örnek 33-2: A1 sayı amacıyla 3 sayılık atış girişiminde havadadır. A1 bacağını uzatarak savunma oyuncusu olan B1’e bir temasta bulunur.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,"Bu durum, bacağını kendi silindirinin dışına çıkardığı ve savunma oyuncusu olan B1 ile temas ettiği için A1'in yaptığı bir fauldür.",Yukarıdakilerin hiçbiri,,,A,"Bu durum, bacağını kendi silindirinin dışına çıkardığı ve savunma oyuncusu olan B1 ile temas ettiği için A1'in yaptığı bir fauldür.",,"Bu durum, bacağını kendi silindirinin dışına çıkardığı ve savunma oyuncusu olan B1 ile temas ettiği için A1'in yaptığı bir fauldür."
239,Madde 33 Temas: Genel prensipler,33-3,Diyagram 5,Diyagram,"Madde 33 Temas: Genel prensipler | 33-3
Açıklama: Şarjsız yarım daire kuralının amacı topu kontrol eden ve sepete doğru yüklenen bir hücum oyuncusuna şarj faulü aldırmak için kendi sepeti altında pozisyon alan bir savunma oyuncusunu ödüllendirmemektir. (Madde 33.10) Şarjsız yarım daire kuralı şu durumlarda uygulanacaktır: (a) Savunma oyuncusu bir ya da iki ayağıyla yarım daire alanına temas edecektir (Diyagram 5). Yarım daire çizgisi, yarım daire alanının parçasıdır. (b) Hücum oyuncusu yarım daire çizgisi üzerinden sepete yüklenecek ve havadayken bir şut ya da pas girişiminde bulunacaktır. Şarjsız yarım daire kuralı aşağıdaki durumlarda uygulanmayacak ve herhangi bir temas normal kurallara göre değerlendirilecektir, örnek: silindir prensibi, şarj/blok prensibi: (a) Şarjsız yarım daire alanı dışında gelişen ya da yarım daire alanı ve dip çizgi arasında alanda oluşan tüm pozisyonlar için. (b) Atılan bir şut sonrasında topun çemberden sekerek yükseldiği ve bir kural dışı temasın oluştuğu tüm ribaund durumlarındaki pozisyonlar için. (c) Hücum veya savunma oyuncusu tarafından ellerin, kolların, bacakların ya da vücudun herhangi bir kurallara aykırı kullanımı için.
Diyagram Diyagram 5: Şarjsız yarım daire alanı içindeki/dışındaki bir oyuncunun pozisyonu",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,Açıklama: Şarjsız yarım daire kuralının amacı topu kontrol eden ve sepete doğru yüklenen bir hücum oyuncusuna şarj faulü aldırmak için kendi sepeti altında poz…,Yukarıdakilerin hiçbiri,,,A,Açıklama: Şarjsız yarım daire kuralının amacı topu kontrol eden ve sepete doğru yüklenen bir hücum oyuncusuna şarj faulü aldırmak için kendi sepeti altında poz…,,
240,Madde 33 Temas: Genel prensipler,33-3,33-4,Örnek,"Madde 33 Temas: Genel prensipler | 33-3
Açıklama: Şarjsız yarım daire kuralının amacı topu kontrol eden ve sepete doğru yüklenen bir hücum oyuncusuna şarj faulü aldırmak için kendi sepeti altında pozisyon alan bir savunma oyuncusunu ödüllendirmemektir. (Madde 33.10) Şarjsız yarım daire kuralı şu durumlarda uygulanacaktır: (a) Savunma oyuncusu bir ya da iki ayağıyla yarım daire alanına temas edecektir (Diyagram 5). Yarım daire çizgisi, yarım daire alanının parçasıdır. (b) Hücum oyuncusu yarım daire çizgisi üzerinden sepete yüklenecek ve havadayken bir şut ya da pas girişiminde bulunacaktır. Şarjsız yarım daire kuralı aşağıdaki durumlarda uygulanmayacak ve herhangi bir temas normal kurallara göre değerlendirilecektir, örnek: silindir prensibi, şarj/blok prensibi: (a) Şarjsız yarım daire alanı dışında gelişen ya da yarım daire alanı ve dip çizgi arasında alanda oluşan tüm pozisyonlar için. (b) Atılan bir şut sonrasında topun çemberden sekerek yükseldiği ve bir kural dışı temasın oluştuğu tüm ribaund durumlarındaki pozisyonlar için. (c) Hücum veya savunma oyuncusu tarafından ellerin, kolların, bacakların ya da vücudun herhangi bir kurallara aykırı kullanımı için.
Örnek 33-4: A1 yarım daire alanının dışında sıçrayıp başladığı bir şut girişiminde bulunur. A1 yarım daire alanıyla temas halinde olan B1’e şarj yapar.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,A1’in hareketi kurallara uygundur. Şarjsız yarım daire kuralı uygulanacaktır.,A1’in hareketi kurallara uygun değildir. Şarjsız yarım daire kuralı uygulanacaktır.,,,A,A1’in hareketi kurallara uygundur. Şarjsız yarım daire kuralı uygulanacaktır.,,A1’in hareketi kurallara uygundur. Şarjsız yarım daire kuralı uygulanacaktır.
241,Madde 33 Temas: Genel prensipler,33-3,33-5,Örnek,"Madde 33 Temas: Genel prensipler | 33-3
Açıklama: Şarjsız yarım daire kuralının amacı topu kontrol eden ve sepete doğru yüklenen bir hücum oyuncusuna şarj faulü aldırmak için kendi sepeti altında pozisyon alan bir savunma oyuncusunu ödüllendirmemektir. (Madde 33.10) Şarjsız yarım daire kuralı şu durumlarda uygulanacaktır: (a) Savunma oyuncusu bir ya da iki ayağıyla yarım daire alanına temas edecektir (Diyagram 5). Yarım daire çizgisi, yarım daire alanının parçasıdır. (b) Hücum oyuncusu yarım daire çizgisi üzerinden sepete yüklenecek ve havadayken bir şut ya da pas girişiminde bulunacaktır. Şarjsız yarım daire kuralı aşağıdaki durumlarda uygulanmayacak ve herhangi bir temas normal kurallara göre değerlendirilecektir, örnek: silindir prensibi, şarj/blok prensibi: (a) Şarjsız yarım daire alanı dışında gelişen ya da yarım daire alanı ve dip çizgi arasında alanda oluşan tüm pozisyonlar için. (b) Atılan bir şut sonrasında topun çemberden sekerek yükseldiği ve bir kural dışı temasın oluştuğu tüm ribaund durumlarındaki pozisyonlar için. (c) Hücum veya savunma oyuncusu tarafından ellerin, kolların, bacakların ya da vücudun herhangi bir kurallara aykırı kullanımı için.
Örnek 33-5: A1 dip çizgi boyunca dripling yapar ve arkalığın arkasındaki alana ulaştıktan sonra sahada serbest atış çizgisine doğru sıçrar. A1 yarım daire alanıyla temas halinde olan kurallara uygun savunma pozisyonundaki B1’e şarj yaparak hücum eder.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,Bu A1’in takım kontrol faulüdür. Şarjsız yarım daire kuralı uygulanmayacaktır. A1 şarjsız yarım daire alanına sahanın doğrudan arkalığın arkasından ve uzatılmı…,Yukarıdakilerin hiçbiri,,,A,Bu A1’in takım kontrol faulüdür. Şarjsız yarım daire kuralı uygulanmayacaktır. A1 şarjsız yarım daire alanına sahanın doğrudan arkalığın arkasından ve uzatılmı…,,Bu A1’in takım kontrol faulüdür. Şarjsız yarım daire kuralı uygulanmayacaktır. A1 şarjsız yarım daire alanına sahanın doğrudan arkalığın arkasından ve uzatılmış hayali çizgisinden girmiştir.
242,Madde 33 Temas: Genel prensipler,33-3,33-6,Örnek,"Madde 33 Temas: Genel prensipler | 33-3
Açıklama: Şarjsız yarım daire kuralının amacı topu kontrol eden ve sepete doğru yüklenen bir hücum oyuncusuna şarj faulü aldırmak için kendi sepeti altında pozisyon alan bir savunma oyuncusunu ödüllendirmemektir. (Madde 33.10) Şarjsız yarım daire kuralı şu durumlarda uygulanacaktır: (a) Savunma oyuncusu bir ya da iki ayağıyla yarım daire alanına temas edecektir (Diyagram 5). Yarım daire çizgisi, yarım daire alanının parçasıdır. (b) Hücum oyuncusu yarım daire çizgisi üzerinden sepete yüklenecek ve havadayken bir şut ya da pas girişiminde bulunacaktır. Şarjsız yarım daire kuralı aşağıdaki durumlarda uygulanmayacak ve herhangi bir temas normal kurallara göre değerlendirilecektir, örnek: silindir prensibi, şarj/blok prensibi: (a) Şarjsız yarım daire alanı dışında gelişen ya da yarım daire alanı ve dip çizgi arasında alanda oluşan tüm pozisyonlar için. (b) Atılan bir şut sonrasında topun çemberden sekerek yükseldiği ve bir kural dışı temasın oluştuğu tüm ribaund durumlarındaki pozisyonlar için. (c) Hücum veya savunma oyuncusu tarafından ellerin, kolların, bacakların ya da vücudun herhangi bir kurallara aykırı kullanımı için.
Örnek 33-6: A1’in sayı amacıyla attığı şutu çemberden seker. A2 sıçrayıp topu yakalar ve ardından yarım daire alanıyla temas halinde olan kurallara uygun savunma pozisyonundaki B1’e şarj yapar.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,Bu A2’nin takım kontrol faulüdür. Şarjsız yarım daire kuralı uygulanmayacaktır.,Yukarıdakilerin hiçbiri,,,A,Bu A2’nin takım kontrol faulüdür. Şarjsız yarım daire kuralı uygulanmayacaktır.,,Bu A2’nin takım kontrol faulüdür. Şarjsız yarım daire kuralı uygulanmayacaktır.
243,Madde 33 Temas: Genel prensipler,33-3,33-7,Örnek,"Madde 33 Temas: Genel prensipler | 33-3
Açıklama: Şarjsız yarım daire kuralının amacı topu kontrol eden ve sepete doğru yüklenen bir hücum oyuncusuna şarj faulü aldırmak için kendi sepeti altında pozisyon alan bir savunma oyuncusunu ödüllendirmemektir. (Madde 33.10) Şarjsız yarım daire kuralı şu durumlarda uygulanacaktır: (a) Savunma oyuncusu bir ya da iki ayağıyla yarım daire alanına temas edecektir (Diyagram 5). Yarım daire çizgisi, yarım daire alanının parçasıdır. (b) Hücum oyuncusu yarım daire çizgisi üzerinden sepete yüklenecek ve havadayken bir şut ya da pas girişiminde bulunacaktır. Şarjsız yarım daire kuralı aşağıdaki durumlarda uygulanmayacak ve herhangi bir temas normal kurallara göre değerlendirilecektir, örnek: silindir prensibi, şarj/blok prensibi: (a) Şarjsız yarım daire alanı dışında gelişen ya da yarım daire alanı ve dip çizgi arasında alanda oluşan tüm pozisyonlar için. (b) Atılan bir şut sonrasında topun çemberden sekerek yükseldiği ve bir kural dışı temasın oluştuğu tüm ribaund durumlarındaki pozisyonlar için. (c) Hücum veya savunma oyuncusu tarafından ellerin, kolların, bacakların ya da vücudun herhangi bir kurallara aykırı kullanımı için.
Örnek 33-7: A1 atış halindeyken sepete doğru yüklenir. A1 driplingini bitirip sayı amacıyla atış yapmak yerine doğrudan kendisini takip eden A2’ye topu pas olarak verir. A1 daha sonra yarım daire alanıyla temas halinde olan B1’e şarj yapar. Yaklaşık olarak aynı anda A2 sayı yapmak amacıyla top ellerindeyken doğrudan sepete yüklenir.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,"Bu A1’in takım kontrol faulüdür. Şarjsız yarım daire kuralı uygulanmayacaktır. A1, A2’nin sepete doğru giden yolunu açmak için vücudunu kural dışı olarak kulla…",Yukarıdakilerin hiçbiri,,,A,"Bu A1’in takım kontrol faulüdür. Şarjsız yarım daire kuralı uygulanmayacaktır. A1, A2’nin sepete doğru giden yolunu açmak için vücudunu kural dışı olarak kulla…",,"Bu A1’in takım kontrol faulüdür. Şarjsız yarım daire kuralı uygulanmayacaktır. A1, A2’nin sepete doğru giden yolunu açmak için vücudunu kural dışı olarak kullanmıştır."
244,Madde 33 Temas: Genel prensipler,33-3,33-8,Örnek,"Madde 33 Temas: Genel prensipler | 33-3
Açıklama: Şarjsız yarım daire kuralının amacı topu kontrol eden ve sepete doğru yüklenen bir hücum oyuncusuna şarj faulü aldırmak için kendi sepeti altında pozisyon alan bir savunma oyuncusunu ödüllendirmemektir. (Madde 33.10) Şarjsız yarım daire kuralı şu durumlarda uygulanacaktır: (a) Savunma oyuncusu bir ya da iki ayağıyla yarım daire alanına temas edecektir (Diyagram 5). Yarım daire çizgisi, yarım daire alanının parçasıdır. (b) Hücum oyuncusu yarım daire çizgisi üzerinden sepete yüklenecek ve havadayken bir şut ya da pas girişiminde bulunacaktır. Şarjsız yarım daire kuralı aşağıdaki durumlarda uygulanmayacak ve herhangi bir temas normal kurallara göre değerlendirilecektir, örnek: silindir prensibi, şarj/blok prensibi: (a) Şarjsız yarım daire alanı dışında gelişen ya da yarım daire alanı ve dip çizgi arasında alanda oluşan tüm pozisyonlar için. (b) Atılan bir şut sonrasında topun çemberden sekerek yükseldiği ve bir kural dışı temasın oluştuğu tüm ribaund durumlarındaki pozisyonlar için. (c) Hücum veya savunma oyuncusu tarafından ellerin, kolların, bacakların ya da vücudun herhangi bir kurallara aykırı kullanımı için.
Örnek 33-8: A1 atış halindeyken sepete doğru yüklenir. A1 hala havadayken şutunu tamamlamak yerine oyun sahasının köşesinde duran A2’ye topu pas olarak verir. A1 daha sonra yarım daire alanıyla temas halinde olan B1’e şarj yapar.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,A1’in hareketi kurallara uygundur. Şarjsız yarım daire kuralı uygulanacaktır.,A1’in hareketi kurallara uygun değildir. Şarjsız yarım daire kuralı uygulanacaktır.,,,A,A1’in hareketi kurallara uygundur. Şarjsız yarım daire kuralı uygulanacaktır.,,A1’in hareketi kurallara uygundur. Şarjsız yarım daire kuralı uygulanacaktır.
245,Madde 33 Temas: Genel prensipler,33-3,33-9,Örnek,"Madde 33 Temas: Genel prensipler | 33-3
Açıklama: Şarjsız yarım daire kuralının amacı topu kontrol eden ve sepete doğru yüklenen bir hücum oyuncusuna şarj faulü aldırmak için kendi sepeti altında pozisyon alan bir savunma oyuncusunu ödüllendirmemektir. (Madde 33.10) Şarjsız yarım daire kuralı şu durumlarda uygulanacaktır: (a) Savunma oyuncusu bir ya da iki ayağıyla yarım daire alanına temas edecektir (Diyagram 5). Yarım daire çizgisi, yarım daire alanının parçasıdır. (b) Hücum oyuncusu yarım daire çizgisi üzerinden sepete yüklenecek ve havadayken bir şut ya da pas girişiminde bulunacaktır. Şarjsız yarım daire kuralı aşağıdaki durumlarda uygulanmayacak ve herhangi bir temas normal kurallara göre değerlendirilecektir, örnek: silindir prensibi, şarj/blok prensibi: (a) Şarjsız yarım daire alanı dışında gelişen ya da yarım daire alanı ve dip çizgi arasında alanda oluşan tüm pozisyonlar için. (b) Atılan bir şut sonrasında topun çemberden sekerek yükseldiği ve bir kural dışı temasın oluştuğu tüm ribaund durumlarındaki pozisyonlar için. (c) Hücum veya savunma oyuncusu tarafından ellerin, kolların, bacakların ya da vücudun herhangi bir kurallara aykırı kullanımı için.
Örnek 33-9: A1 atış halindeyken sepete doğru yüklenir. A1 sayı amacıyla top ellerini terk etmeden önce hala yarım daire alanıyla temas halinde olan B1’i iterek uzaklaştırmak için kolunu kullanır.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,Bu A1’in takım kontrol faulüdür. A1 kolunu kural dışı olarak kullandığından dolayı şarjsız yarım daire kuralı uygulanmayacaktır.,Yukarıdakilerin hiçbiri,,,A,Bu A1’in takım kontrol faulüdür. A1 kolunu kural dışı olarak kullandığından dolayı şarjsız yarım daire kuralı uygulanmayacaktır.,,Bu A1’in takım kontrol faulüdür. A1 kolunu kural dışı olarak kullandığından dolayı şarjsız yarım daire kuralı uygulanmayacaktır.
246,Madde 33 Temas: Genel prensipler,33-3,33-10,Örnek,"Madde 33 Temas: Genel prensipler | 33-3
Açıklama: Şarjsız yarım daire kuralının amacı topu kontrol eden ve sepete doğru yüklenen bir hücum oyuncusuna şarj faulü aldırmak için kendi sepeti altında pozisyon alan bir savunma oyuncusunu ödüllendirmemektir. (Madde 33.10) Şarjsız yarım daire kuralı şu durumlarda uygulanacaktır: (a) Savunma oyuncusu bir ya da iki ayağıyla yarım daire alanına temas edecektir (Diyagram 5). Yarım daire çizgisi, yarım daire alanının parçasıdır. (b) Hücum oyuncusu yarım daire çizgisi üzerinden sepete yüklenecek ve havadayken bir şut ya da pas girişiminde bulunacaktır. Şarjsız yarım daire kuralı aşağıdaki durumlarda uygulanmayacak ve herhangi bir temas normal kurallara göre değerlendirilecektir, örnek: silindir prensibi, şarj/blok prensibi: (a) Şarjsız yarım daire alanı dışında gelişen ya da yarım daire alanı ve dip çizgi arasında alanda oluşan tüm pozisyonlar için. (b) Atılan bir şut sonrasında topun çemberden sekerek yükseldiği ve bir kural dışı temasın oluştuğu tüm ribaund durumlarındaki pozisyonlar için. (c) Hücum veya savunma oyuncusu tarafından ellerin, kolların, bacakların ya da vücudun herhangi bir kurallara aykırı kullanımı için.
Örnek 33-10: A1, şarjsız yarım daire alanının dışından sıçrayarak bir atış girişiminde bulunur ve yarım daire alanı içinden dikey olarak sıçradıktan sonra havada olan B1'e temas eder.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,"B1’in hareketi kurallara uygundur. Şarjsız yarım daire kuralı, B1'in yarım daire alanına temas eden bir veya her iki ayağı olmadığı için uygulanmayacaktır. Ola…","B1’in hareketi kurallara uygun değildir. Şarjsız yarım daire kuralı, B1'in yarım daire alanına temas eden bir veya her iki ayağı olmadığı için uygulanmayacaktır. Ola…",,,A,"B1’in hareketi kurallara uygundur. Şarjsız yarım daire kuralı, B1'in yarım daire alanına temas eden bir veya her iki ayağı olmadığı için uygulanmayacaktır. Ola…",,"B1’in hareketi kurallara uygundur. Şarjsız yarım daire kuralı, B1'in yarım daire alanına temas eden bir veya her iki ayağı olmadığı için uygulanmayacaktır. Olası herhangi bir temas kurallara göre değerlendirilecektir."
